Sender: LSF System <lsfadmin@eu-lo-g2-015>
Subject: Job 218215875: <python main.py train --model=vgg16 --lr=0.01 --data=cifar100 --l=4 --id=vgg16_LR01_cifar100_L4> in cluster <euler> Done

Job <python main.py train --model=vgg16 --lr=0.01 --data=cifar100 --l=4 --id=vgg16_LR01_cifar100_L4> was submitted from host <eu-login-45> by user <pintoa> in cluster <euler> at Wed May 11 19:03:09 2022
Job was executed on host(s) <4*eu-lo-g2-015>, in queue <gpu.24h>, as user <pintoa> in cluster <euler> at Thu May 12 21:59:00 2022
</cluster/home/pintoa> was used as the home directory.
</cluster/home/pintoa/ai-research-snn> was used as the working directory.
Started at Thu May 12 21:59:00 2022
Terminated at Thu May 12 22:39:56 2022
Results reported at Thu May 12 22:39:56 2022

Your job looked like:

------------------------------------------------------------
# LSBATCH: User input
python main.py train --model=vgg16 --lr=0.01 --data=cifar100 --l=4 --id=vgg16_LR01_cifar100_L4
------------------------------------------------------------

Successfully completed.

Resource usage summary:

    CPU time :                                   6324.03 sec.
    Max Memory :                                 3830 MB
    Average Memory :                             3676.02 MB
    Total Requested Memory :                     8192.00 MB
    Delta Memory :                               4362.00 MB
    Max Swap :                                   -
    Max Processes :                              11
    Max Threads :                                41
    Run time :                                   2460 sec.
    Turnaround time :                            99408 sec.

The output (if any) follows:

Files already downloaded and verified
Files already downloaded and verified
Epoch 0 -> Val_loss: 0.0348678478717804, Acc: 0.026399999856948853
best_acc:  tensor(0.0264, device='cuda:0')
Epoch 1 -> Val_loss: 0.036032768392562864, Acc: 0.027799999341368675
best_acc:  tensor(0.0278, device='cuda:0')
Epoch 2 -> Val_loss: 0.033596089792251586, Acc: 0.03179999813437462
best_acc:  tensor(0.0318, device='cuda:0')
Epoch 3 -> Val_loss: 0.03284289216995239, Acc: 0.043299999088048935
best_acc:  tensor(0.0433, device='cuda:0')
Epoch 4 -> Val_loss: 0.03303375096321106, Acc: 0.04129999876022339
best_acc:  tensor(0.0433, device='cuda:0')
Epoch 5 -> Val_loss: 0.03233380737304688, Acc: 0.046799998730421066
best_acc:  tensor(0.0468, device='cuda:0')
Epoch 6 -> Val_loss: 0.032476885104179384, Acc: 0.04989999905228615
best_acc:  tensor(0.0499, device='cuda:0')
Epoch 7 -> Val_loss: 0.03268483123779297, Acc: 0.05570000037550926
best_acc:  tensor(0.0557, device='cuda:0')
Epoch 8 -> Val_loss: 0.03197500600814819, Acc: 0.060099996626377106
best_acc:  tensor(0.0601, device='cuda:0')
Epoch 9 -> Val_loss: 0.030741143035888673, Acc: 0.08410000056028366
best_acc:  tensor(0.0841, device='cuda:0')
Epoch 10 -> Val_loss: 0.0315267094373703, Acc: 0.07519999891519547
best_acc:  tensor(0.0841, device='cuda:0')
Epoch 11 -> Val_loss: 0.03052944691181183, Acc: 0.08259999752044678
best_acc:  tensor(0.0841, device='cuda:0')
